Predictor_measurement,term,estimate,std.error,statistic,p.value,r.squared,adj.r.squared,sigma,statistic1,p.value1,df,logLik,AIC,BIC,deviance,df.residual,nobs
min_Temperature_C,(Intercept),13.092913776140865,1.3911635208581186,9.411484401247593,6.869138809299109e-7,0.038174414142174824,-0.04197771801264394,5.115995322668674,0.4762744685124358,0.5032439020641686,1,-41.63929227852359,89.27858455704718,91.19575654589296,314.0808976988129,12,14
min_Temperature_C,Predictor_scaled,0.8977438480474337,1.3008397138458543,0.6901264148780545,0.5032439020641681,0.038174414142174824,-0.04197771801264394,5.115995322668674,0.4762744685124358,0.5032439020641686,1,-41.63929227852359,89.27858455704718,91.19575654589296,314.0808976988129,12,14
max_Temperature_C,(Intercept),13.291908896004033,1.4016765541370144,9.482864543016921,6.336711816687087e-7,0.0016582332514040433,-0.08153691397764562,5.212206292932008,0.01993185067439883,0.8900699209414225,1,-41.90013005008206,89.80026010016412,91.7174320890099,326.0051332809602,12,14
max_Temperature_C,Predictor_scaled,0.20209435187051403,1.4314637798587608,0.14118020638318504,0.8900699209414227,0.0016582332514040433,-0.08153691397764562,5.212206292932008,0.01993185067439883,0.8900699209414225,1,-41.90013005008206,89.80026010016412,91.7174320890099,326.0051332809602,12,14
mean_Temperature_C,(Intercept),13.306878694882707,1.3766875063573683,9.665867259950591,5.163797717609111e-7,0.027036168291841585,-0.054044151017171416,5.145532481967111,0.33344920841766024,0.5743099875068196,1,-41.71988873162815,89.4397774632563,91.35694945210209,317.7180542757434,12,14
mean_Temperature_C,Predictor_scaled,0.7190944659514011,1.2452917218518929,0.5774506112367185,0.5743099875068198,0.027036168291841585,-0.054044151017171416,5.145532481967111,0.33344920841766024,0.5743099875068196,1,-41.71988873162815,89.4397774632563,91.35694945210209,317.7180542757434,12,14
range_Temperature_C,(Intercept),13.095661108561263,1.4333251486209513,9.136559922332363,9.414880511691841e-7,0.01724965530987611,-0.0646462067476341,5.171345787512631,0.21062914384810752,0.654476546558933,1,-41.78994616999693,89.57989233999386,91.49706432883964,320.9138070482956,12,14
range_Temperature_C,Predictor_scaled,-0.7501625335093557,1.634542203726739,-0.45894350834074094,0.6544765465589328,0.01724965530987611,-0.0646462067476341,5.171345787512631,0.21062914384810752,0.654476546558933,1,-41.78994616999693,89.57989233999386,91.49706432883964,320.9138070482956,12,14
min_NN_umolL,(Intercept),13.696330331396995,1.3687277880723627,10.00661376991996,3.555829154636366e-7,0.10360861861502459,0.02890933683294339,4.9389065857265555,1.3870095688105801,0.2617402247209229,1,-41.14610025498071,88.29220050996142,90.2093724988072,292.7135791503977,12,14
min_NN_umolL,Predictor_scaled,-1.7467902684466712,1.4832045023969558,-1.1777137040939019,0.26174022472092323,0.10360861861502459,0.02890933683294339,4.9389065857265555,1.3870095688105801,0.2617402247209229,1,-41.14610025498071,88.29220050996142,90.2093724988072,292.7135791503977,12,14
max_NN_umolL,(Intercept),13.259248702273673,1.3981530949040515,9.483402604908292,6.332870724332704e-7,7.583572295890868e-4,-0.0825117796679451,5.214554828855464,0.009107193260919725,0.9255471339653812,1,-41.9064368030805,89.812873606161,91.73004559500679,326.29898475767806,12,14
max_NN_umolL,Predictor_scaled,-0.15322479278753262,1.605597807215239,-0.09543161562563844,0.9255471339653817,7.583572295890868e-4,-0.0825117796679451,5.214554828855464,0.009107193260919725,0.9255471339653812,1,-41.9064368030805,89.812873606161,91.73004559500679,326.29898475767806,12,14
mean_NN_umolL,(Intercept),13.326539880606456,1.3807270815230128,9.651827692049466,5.244956249364224e-7,0.024636916304564528,-0.056643340670055053,5.151872814098089,0.3031107088189644,0.5920404940587499,1,-41.73712893117336,89.47425786234672,91.3914298511925,318.50152191171566,12,14
mean_NN_umolL,Predictor_scaled,-0.832289244514972,1.5117279485541206,-0.5505549099036027,0.5920404940587501,0.024636916304564528,-0.056643340670055053,5.151872814098089,0.3031107088189644,0.5920404940587499,1,-41.73712893117336,89.47425786234672,91.3914298511925,318.50152191171566,12,14
range_NN_umolL,(Intercept),13.347440826486682,1.4106664296616855,9.46179801676272,6.48908359095434e-7,0.008025567644381362,-0.07463896838525352,5.195558212972584,0.09708598184721234,0.7607019140839848,1,-41.85534169652442,89.71068339304884,91.62785538189462,323.9259017326424,12,14
range_NN_umolL,Predictor_scaled,0.4851717967539145,1.5571027928739518,0.3115862350092062,0.760701914083985,0.008025567644381362,-0.07463896838525352,5.195558212972584,0.09708598184721234,0.7607019140839848,1,-41.85534169652442,89.71068339304884,91.62785538189462,323.9259017326424,12,14
min_Phosphate_umolL,(Intercept),13.274286578862212,1.3923669517428525,9.533612214974315,5.985201792132562e-7,0.0028746686214700876,-0.08021910899340723,5.209029903429352,0.03459547398113952,0.8555529735736785,1,-41.89159565865741,89.78319131731482,91.7003633061606,325.6079104178544,12,14
min_Phosphate_umolL,Predictor_scaled,0.24976149100169012,1.3428139235860124,0.18599858596543065,0.8555529735736781,0.0028746686214700876,-0.08021910899340723,5.209029903429352,0.03459547398113952,0.8555529735736785,1,-41.89159565865741,89.78319131731482,91.7003633061606,325.6079104178544,12,14
max_Phosphate_umolL,(Intercept),13.241784663007316,1.4257853152365534,9.287362214703663,7.912729698239205e-7,7.295540276502911e-4,-0.08254298313671216,5.21462998324605,0.008761039983810087,0.9269712156241747,1,-41.90663857560389,89.81327715120779,91.73044914005357,326.3083903460244,12,14
max_Phosphate_umolL,Predictor_scaled,-0.188338173813351,2.012150791622145,-0.09360042726296748,0.9269712156241747,7.295540276502911e-4,-0.08254298313671216,5.21462998324605,0.008761039983810087,0.9269712156241747,1,-41.90663857560389,89.81327715120779,91.73044914005357,326.3083903460244,12,14
mean_Phosphate_umolL,(Intercept),13.273108127362573,1.398065438471718,9.493910486673604,6.258356287611106e-7,7.54907457920414e-5,-0.08325155169205845,5.216336298131368,9.059573408998172e-4,0.9764828068156458,1,-41.911218862408234,89.82243772481647,91.73960971366225,326.5219725024344,12,14
mean_Phosphate_umolL,Predictor_scaled,0.054634541036130434,1.815153782038161,0.03009912525140629,0.9764828068156455,7.54907457920414e-5,-0.08325155169205845,5.216336298131368,9.059573408998172e-4,0.9764828068156458,1,-41.911218862408234,89.82243772481647,91.73960971366225,326.5219725024344,12,14
range_Phosphate_umolL,(Intercept),13.23882703873757,1.4062815232870716,9.414065974352605,6.849067807953433e-7,0.0021188966661146074,-0.08103786194504248,5.211003623728999,0.025480751071871574,0.8758302969109506,1,-41.89689930464924,89.79379860929848,91.71097059814426,325.8547051982011,12,14
range_Phosphate_umolL,Predictor_scaled,-0.24864686552297938,1.5576750951706604,-0.15962691211657165,0.8758302969109504,0.0021188966661146074,-0.08103786194504248,5.211003623728999,0.025480751071871574,0.8758302969109506,1,-41.89689930464924,89.79379860929848,91.71097059814426,325.8547051982011,12,14
min_Salinity,(Intercept),13.107497527544425,1.392312618650961,9.414191433705842,6.848094001831869e-7,0.03441676405213925,-0.04604850561018248,5.125979139385228,0.42772197491627956,0.5254442397849155,1,-41.66658652316785,89.3331730463357,91.25034503518148,315.30794564895024,12,14
min_Salinity,Predictor_scaled,1.0249436706008894,1.5671812106656482,0.6540045679628538,0.525444239784916,0.03441676405213925,-0.04604850561018248,5.125979139385228,0.42772197491627956,0.5254442397849155,1,-41.66658652316785,89.3331730463357,91.25034503518148,315.30794564895024,12,14
max_Salinity,(Intercept),13.042377393959585,1.3982197527829316,9.327845188855921,7.554798560564548e-7,0.043277452364943056,-0.0364494266046449,5.10240562379075,0.5428213536547856,0.47542409595738455,1,-41.602054378492795,89.20410875698559,91.12128074583137,312.4145177962977,12,14
max_Salinity,Predictor_scaled,0.9946625964189162,1.3500421410828298,0.7367641099122476,0.4754240959573842,0.043277452364943056,-0.0364494266046449,5.10240562379075,0.5428213536547856,0.47542409595738455,1,-41.602054378492795,89.20410875698559,91.12128074583137,312.4145177962977,12,14
mean_Salinity,(Intercept),12.97778474822267,1.4212624268224023,9.13116712529849,9.473971157465374e-7,0.042738147842828554,-0.037033673170268955,5.103843534265522,0.5357549483020005,0.4782494221765269,1,-41.60599916691962,89.21199833383923,91.12917032268501,312.59062586716766,12,14
mean_Salinity,Predictor_scaled,1.1407512849703512,1.5585038202834447,0.7319528320199324,0.47824942217652733,0.042738147842828554,-0.037033673170268955,5.103843534265522,0.5357549483020005,0.4782494221765269,1,-41.60599916691962,89.21199833383923,91.12917032268501,312.59062586716766,12,14
range_Salinity,(Intercept),13.260792426025692,1.3930017737641514,9.519580431109251,6.080251631509831e-7,0.0029152891804433176,-0.08017510338785305,5.208923800487861,0.03508575528809889,0.8545458246149221,1,-41.891310489184946,89.78262097836989,91.69979296721567,325.59464591146684,12,14
range_Salinity,Predictor_scaled,-0.3356907041550434,1.7921481161817872,-0.18731191977047085,0.8545458246149213,0.0029152891804433176,-0.08017510338785305,5.208923800487861,0.03508575528809889,0.8545458246149221,1,-41.891310489184946,89.78262097836989,91.69979296721567,325.59464591146684,12,14
min_pH,(Intercept),13.301314850316347,1.4583790460022774,9.120615718374477,9.590739996006798e-7,4.4530838770465126e-4,-0.08285091591331994,5.215371589510381,0.005346081307303309,0.9429177038090052,1,-41.90862946460726,89.81725892921452,91.7344309180603,326.40120980006446,12,14
min_pH,Predictor_scaled,-0.1634784079297673,2.235849772547591,-0.0731169016527865,0.9429177038090055,4.4530838770465126e-4,-0.08285091591331994,5.215371589510381,0.005346081307303309,0.9429177038090052,1,-41.90862946460726,89.81725892921452,91.7344309180603,326.40120980006446,12,14
max_pH,(Intercept),13.251991944058682,1.3884546137391758,9.54441853044834,5.913088281177447e-7,0.009616399065073652,-0.07291556767950347,5.1913904776984605,0.11651726530199892,0.7387456031130457,1,-41.84410677109893,89.68821354219786,91.60538553104364,323.40642110325905,12,14
max_pH,Predictor_scaled,-0.49140683006435326,1.439613951879528,-0.3413462542668355,0.7387456031130455,0.009616399065073652,-0.07291556767950347,5.1913904776984605,0.11651726530199892,0.7387456031130457,1,-41.84410677109893,89.68821354219786,91.60538553104364,323.40642110325905,12,14
mean_pH,(Intercept),13.415954622456976,1.421301631379748,9.439202999741338,6.656891818196646e-7,0.01620260951462941,-0.06578050635915145,5.174099892071774,0.19763349248123885,0.6645496505333646,1,-41.797400167810665,89.59480033562133,91.51197232446711,321.25571631764564,12,14
mean_pH,Predictor_scaled,-0.7704077269011873,1.7329672574903499,-0.4445598862709484,0.6645496505333648,0.01620260951462941,-0.06578050635915145,5.174099892071774,0.19763349248123885,0.6645496505333646,1,-41.797400167810665,89.59480033562133,91.51197232446711,321.25571631764564,12,14
range_pH,(Intercept),13.202004980129754,1.4439679532558032,9.142865636569276,9.346287616926887e-7,0.002620836672710577,-0.0804940936045635,5.209692876294163,0.03153268208211666,0.8620193937401898,1,-41.89337737803244,89.78675475606488,91.70392674491066,325.6907983837218,12,14
range_pH,Predictor_scaled,-0.31509952635056737,1.774464414179088,-0.17757444095960662,0.8620193937401894,0.002620836672710577,-0.0804940936045635,5.209692876294163,0.03153268208211666,0.8620193937401898,1,-41.89337737803244,89.78675475606488,91.70392674491066,325.6907983837218,12,14
